S1_total_0,S1_delta_0,S1_min_0,S1_max_0,S1_mean_0,S2_total_0,S2_delta_0,S2_min_0,S2_max_0,S2_mean_0,S1_total_1,S1_delta_1,S1_min_1,S1_max_1,S1_mean_1,S2_total_1,S2_delta_1,S2_min_1,S2_max_1,S2_mean_1,S1_total_2,S1_delta_2,S1_min_2,S1_max_2,S1_mean_2,S2_total_2,S2_delta_2,S2_min_2,S2_max_2,S2_mean_2,S1_total_3,S1_delta_3,S1_min_3,S1_max_3,S1_mean_3,S2_total_3,S2_delta_3,S2_min_3,S2_max_3,S2_mean_3,Danger Rating
18.0,5.0,0.2,3.5,1.5695652173913044,73.0,37.0,-0.4,0.4,-0.026086956521739132,13.0,2.0,-0.5,2.3,0.5043478260869565,36.0,4.0,0.0,0.8,0.3217391304347826,11.0,0.0,-1.7,2.0,-0.6739130434782609,32.0,3.0,-0.2,2.0,0.6956521739130435,11.0,2.0,0.5,4.3,1.8608695652173912,29.0,4.0,-0.7,5.3,1.2478260869565216,-1
168.0,3.0,-18.4,-8.8,-12.439130434782609,581.0,1.0,-3.3,1.4,-0.03043478260869565,165.0,-2.0,-22.5,-11.2,-16.821739130434782,580.0,-2.0,-10.7,0.0,-0.8304347826086956,167.0,-1.0,-17.1,-13.5,-15.443478260869565,582.0,-2.0,-9.4,0.0,-0.40869565217391307,168.0,-2.0,-14.0,-7.4,-11.339130434782609,584.0,4.0,0.0,0.0,0.0,2
325.0,2.0,-10.5,-1.2,-2.743478260869565,991.0,46.0,0.0,0.0,0.0,323.0,37.0,-16.5,-9.5,-14.395652173913044,945.0,37.0,0.0,0.0,0.0,286.0,-4.0,-23.8,-13.6,-19.16521739130435,908.0,0.0,0.0,0.0,0.0,290.0,-4.0,-21.4,-17.1,-19.3,908.0,1.0,-7.2,0.0,-0.5956521739130435,4
353.0,2.0,-11.8,-1.5,-7.860869565217391,1090.0,-11.0,-1.4,1.1,0.013043478260869573,351.0,-4.0,-3.1,-0.3,-1.5260869565217392,1101.0,5.0,-0.3,0.0,-0.017391304347826087,355.0,8.0,0.1,2.3,1.1217391304347826,1096.0,45.0,0.0,0.0,0.0,347.0,10.0,1.1,4.0,2.3869565217391306,1051.0,44.0,0.0,0.0,0.0,3
386.0,15.0,-5.2,-1.2,-3.308695652173913,1158.0,46.0,0.0,0.0,0.0,371.0,15.0,-4.9,0.4,-2.4347826086956523,1112.0,11.0,0.0,0.0,0.0,356.0,-2.0,-6.8,-2.7,-5.069565217391304,1101.0,14.0,-1.9,0.0,-0.08260869565217391,358.0,-10.0,-19.6,-6.0,-12.208695652173914,1087.0,-1.0,-6.5,0.0,-0.9913043478260869,3
401.0,13.0,-14.6,-1.2,-11.378260869565217,1235.0,25.0,0.0,2.9,0.17391304347826086,388.0,0.0,-15.1,-7.3,-11.591304347826087,1210.0,3.0,0.0,0.0,0.0,388.0,-3.0,-9.5,-5.9,-7.552173913043478,1207.0,20.0,-5.3,0.0,-0.508695652173913,391.0,0.0,-10.1,-4.2,-7.952173913043478,1187.0,8.0,0.0,0.0,0.0,4
428.0,15.0,-0.7,4.2,1.1043478260869566,1302.0,31.0,0.0,1.7,0.2391304347826087,413.0,2.0,-0.5,2.8,0.7217391304347825,1271.0,28.0,0.0,0.1,0.004347826086956522,411.0,10.0,-11.4,1.3,-5.517391304347826,1243.0,8.0,-0.2,0.0,-0.008695652173913044,401.0,13.0,-14.6,-1.2,-11.378260869565217,1235.0,25.0,0.0,2.9,0.17391304347826086,4
540.0,-4.0,-4.5,7.2,0.5739130434782608,1791.0,-3.0,0.0,11.5,3.282608695652174,544.0,-4.0,-1.6,4.8,1.1043478260869566,1794.0,18.0,0.0,5.5,1.3347826086956522,548.0,-2.0,-0.1,4.6,1.617391304347826,1776.0,11.0,0.0,1.4,0.0608695652173913,550.0,2.0,-0.2,4.3,1.373913043478261,1765.0,14.0,0.0,2.7,0.3391304347826087,2
544.0,-4.0,-2.9,6.2,2.108695652173913,1783.0,-4.0,0.0,7.1,1.7043478260869565,548.0,-3.0,-1.1,7.3,1.3521739130434782,1787.0,0.0,0.0,8.7,2.1652173913043478,551.0,-4.0,0.2,5.7,2.291304347826087,1787.0,4.0,0.0,6.5,1.0043478260869565,555.0,15.0,-1.7,8.6,2.4869565217391303,1783.0,-8.0,0.0,9.4,2.526086956521739,-1
10.0,-27.0,3.9,11.2,7.8304347826086955,1297.0,-14.0,0.0,11.8,4.8826086956521735,37.0,-41.0,4.7,17.3,10.304347826086957,1311.0,-26.0,0.0,19.6,9.382608695652173,78.0,-33.0,3.4,18.8,10.41304347826087,1337.0,-21.0,0.0,23.4,12.160869565217391,111.0,-30.0,2.8,17.2,9.704347826086956,1358.0,-21.0,0.0,21.5,11.178260869565218,-1
