S1_total_0,S1_delta_0,S1_min_0,S1_max_0,S1_mean_0,S2_total_0,S2_delta_0,S2_min_0,S2_max_0,S2_mean_0,S1_total_1,S1_delta_1,S1_min_1,S1_max_1,S1_mean_1,S2_total_1,S2_delta_1,S2_min_1,S2_max_1,S2_mean_1,S1_total_2,S1_delta_2,S1_min_2,S1_max_2,S1_mean_2,S2_total_2,S2_delta_2,S2_min_2,S2_max_2,S2_mean_2,S1_total_3,S1_delta_3,S1_min_3,S1_max_3,S1_mean_3,S2_total_3,S2_delta_3,S2_min_3,S2_max_3,S2_mean_3,Danger Rating
298.0,5.0,1.0,4.8,3.0608695652173914,602.0,-3.0,0.4,2.5,1.4521739130434783,293.0,6.0,-0.4,3.5,1.5956521739130436,605.0,-5.0,0.4,4.1,1.6130434782608696,287.0,-2.0,-0.7,6.2,1.2304347826086957,610.0,-3.0,0.8,3.7,1.7695652173913043,289.0,8.0,-0.6,4.2,0.6956521739130435,613.0,-7.0,0.1,3.7,1.2695652173913043,3
293.0,-5.0,3.2,6.4,4.178260869565217,611.0,9.0,1.3,5.7,3.273913043478261,298.0,5.0,1.0,4.8,3.0608695652173914,602.0,-3.0,0.4,2.5,1.4521739130434783,293.0,6.0,-0.4,3.5,1.5956521739130436,605.0,-5.0,0.4,4.1,1.6130434782608696,287.0,-2.0,-0.7,6.2,1.2304347826086957,610.0,-3.0,0.8,3.7,1.7695652173913043,2
288.0,-5.0,-3.3,4.9,0.4956521739130435,601.0,-10.0,-0.3,7.7,2.239130434782609,293.0,-5.0,3.2,6.4,4.178260869565217,611.0,9.0,1.3,5.7,3.273913043478261,298.0,5.0,1.0,4.8,3.0608695652173914,602.0,-3.0,0.4,2.5,1.4521739130434783,293.0,6.0,-0.4,3.5,1.5956521739130436,605.0,-5.0,0.4,4.1,1.6130434782608696,2
292.0,4.0,-7.1,9.9,-2.3347826086956522,592.0,-9.0,-3.4,9.4,0.9695652173913043,288.0,-5.0,-3.3,4.9,0.4956521739130435,601.0,-10.0,-0.3,7.7,2.239130434782609,293.0,-5.0,3.2,6.4,4.178260869565217,611.0,9.0,1.3,5.7,3.273913043478261,298.0,5.0,1.0,4.8,3.0608695652173914,602.0,-3.0,0.4,2.5,1.4521739130434783,2
295.0,3.0,-6.7,5.0,-2.591304347826087,586.0,-6.0,-2.7,5.9,0.8826086956521739,292.0,4.0,-7.1,9.9,-2.3347826086956522,592.0,-9.0,-3.4,9.4,0.9695652173913043,288.0,-5.0,-3.3,4.9,0.4956521739130435,601.0,-10.0,-0.3,7.7,2.239130434782609,293.0,-5.0,3.2,6.4,4.178260869565217,611.0,9.0,1.3,5.7,3.273913043478261,1
301.0,6.0,-5.8,13.0,-0.8434782608695651,581.0,-5.0,-1.4,15.4,3.7043478260869565,295.0,3.0,-6.7,5.0,-2.591304347826087,586.0,-6.0,-2.7,5.9,0.8826086956521739,292.0,4.0,-7.1,9.9,-2.3347826086956522,592.0,-9.0,-3.4,9.4,0.9695652173913043,288.0,-5.0,-3.3,4.9,0.4956521739130435,601.0,-10.0,-0.3,7.7,2.239130434782609,1
281.0,-20.0,-2.6,8.1,1.3043478260869565,579.0,-2.0,1.3,9.4,3.6043478260869564,301.0,6.0,-5.8,13.0,-0.8434782608695651,581.0,-5.0,-1.4,15.4,3.7043478260869565,295.0,3.0,-6.7,5.0,-2.591304347826087,586.0,-6.0,-2.7,5.9,0.8826086956521739,292.0,4.0,-7.1,9.9,-2.3347826086956522,592.0,-9.0,-3.4,9.4,0.9695652173913043,1
265.0,-16.0,1.3,4.5,3.0391304347826087,582.0,3.0,0.1,2.6,0.9304347826086957,281.0,-20.0,-2.6,8.1,1.3043478260869565,579.0,-2.0,1.3,9.4,3.6043478260869564,301.0,6.0,-5.8,13.0,-0.8434782608695651,581.0,-5.0,-1.4,15.4,3.7043478260869565,295.0,3.0,-6.7,5.0,-2.591304347826087,586.0,-6.0,-2.7,5.9,0.8826086956521739,2
295.0,30.0,-6.0,4.8,-0.7565217391304349,583.0,1.0,-1.3,3.6,0.26521739130434785,265.0,-16.0,1.3,4.5,3.0391304347826087,582.0,3.0,0.1,2.6,0.9304347826086957,281.0,-20.0,-2.6,8.1,1.3043478260869565,579.0,-2.0,1.3,9.4,3.6043478260869564,301.0,6.0,-5.8,13.0,-0.8434782608695651,581.0,-5.0,-1.4,15.4,3.7043478260869565,1
267.0,-28.0,-6.3,3.5,-2.243478260869565,577.0,-6.0,-3.5,5.8,-0.08695652173913042,295.0,30.0,-6.0,4.8,-0.7565217391304349,583.0,1.0,-1.3,3.6,0.26521739130434785,265.0,-16.0,1.3,4.5,3.0391304347826087,582.0,3.0,0.1,2.6,0.9304347826086957,281.0,-20.0,-2.6,8.1,1.3043478260869565,579.0,-2.0,1.3,9.4,3.6043478260869564,1
285.0,18.0,-9.1,11.1,-3.2043478260869565,573.0,-4.0,-5.0,10.2,-0.06956521739130435,267.0,-28.0,-6.3,3.5,-2.243478260869565,577.0,-6.0,-3.5,5.8,-0.08695652173913042,295.0,30.0,-6.0,4.8,-0.7565217391304349,583.0,1.0,-1.3,3.6,0.26521739130434785,265.0,-16.0,1.3,4.5,3.0391304347826087,582.0,3.0,0.1,2.6,0.9304347826086957,2
258.0,-27.0,-3.5,12.7,0.9608695652173913,573.0,0.0,0.4,13.2,4.217391304347826,285.0,18.0,-9.1,11.1,-3.2043478260869565,573.0,-4.0,-5.0,10.2,-0.06956521739130435,267.0,-28.0,-6.3,3.5,-2.243478260869565,577.0,-6.0,-3.5,5.8,-0.08695652173913042,295.0,30.0,-6.0,4.8,-0.7565217391304349,583.0,1.0,-1.3,3.6,0.26521739130434785,2
259.0,1.0,1.2,8.4,4.1869565217391305,571.0,-2.0,-2.2,7.0,1.4782608695652173,258.0,-27.0,-3.5,12.7,0.9608695652173913,573.0,0.0,0.4,13.2,4.217391304347826,285.0,18.0,-9.1,11.1,-3.2043478260869565,573.0,-4.0,-5.0,10.2,-0.06956521739130435,267.0,-28.0,-6.3,3.5,-2.243478260869565,577.0,-6.0,-3.5,5.8,-0.08695652173913042,1
274.0,15.0,-6.4,2.2,-2.752173913043478,566.0,-5.0,-5.1,1.3,-2.5521739130434784,259.0,1.0,1.2,8.4,4.1869565217391305,571.0,-2.0,-2.2,7.0,1.4782608695652173,258.0,-27.0,-3.5,12.7,0.9608695652173913,573.0,0.0,0.4,13.2,4.217391304347826,285.0,18.0,-9.1,11.1,-3.2043478260869565,573.0,-4.0,-5.0,10.2,-0.06956521739130435,1
264.0,-10.0,-2.9,5.8,-0.3869565217391305,567.0,1.0,-3.4,1.5,-1.6130434782608696,274.0,15.0,-6.4,2.2,-2.752173913043478,566.0,-5.0,-5.1,1.3,-2.5521739130434784,259.0,1.0,1.2,8.4,4.1869565217391305,571.0,-2.0,-2.2,7.0,1.4782608695652173,258.0,-27.0,-3.5,12.7,0.9608695652173913,573.0,0.0,0.4,13.2,4.217391304347826,1
258.0,-6.0,-7.0,0.3,-3.5347826086956524,566.0,-1.0,-3.0,5.0,0.10434782608695649,264.0,-10.0,-2.9,5.8,-0.3869565217391305,567.0,1.0,-3.4,1.5,-1.6130434782608696,274.0,15.0,-6.4,2.2,-2.752173913043478,566.0,-5.0,-5.1,1.3,-2.5521739130434784,259.0,1.0,1.2,8.4,4.1869565217391305,571.0,-2.0,-2.2,7.0,1.4782608695652173,1
254.0,-4.0,-13.6,4.1,-7.21304347826087,560.0,-6.0,-6.6,8.5,-0.9217391304347826,258.0,-6.0,-7.0,0.3,-3.5347826086956524,566.0,-1.0,-3.0,5.0,0.10434782608695649,264.0,-10.0,-2.9,5.8,-0.3869565217391305,567.0,1.0,-3.4,1.5,-1.6130434782608696,274.0,15.0,-6.4,2.2,-2.752173913043478,566.0,-5.0,-5.1,1.3,-2.5521739130434784,1
268.0,14.0,-8.9,2.8,-3.5304347826086957,558.0,-2.0,-3.8,1.7,-1.5695652173913044,254.0,-4.0,-13.6,4.1,-7.21304347826087,560.0,-6.0,-6.6,8.5,-0.9217391304347826,258.0,-6.0,-7.0,0.3,-3.5347826086956524,566.0,-1.0,-3.0,5.0,0.10434782608695649,264.0,-10.0,-2.9,5.8,-0.3869565217391305,567.0,1.0,-3.4,1.5,-1.6130434782608696,1
251.0,-17.0,-6.6,-0.1,-3.4217391304347826,554.0,-4.0,-5.2,4.0,-2.0739130434782607,268.0,14.0,-8.9,2.8,-3.5304347826086957,558.0,-2.0,-3.8,1.7,-1.5695652173913044,254.0,-4.0,-13.6,4.1,-7.21304347826087,560.0,-6.0,-6.6,8.5,-0.9217391304347826,258.0,-6.0,-7.0,0.3,-3.5347826086956524,566.0,-1.0,-3.0,5.0,0.10434782608695649,1
264.0,3.0,-10.3,5.4,-4.578260869565217,546.0,-2.0,-7.2,5.6,-2.491304347826087,261.0,10.0,-14.5,3.6,-7.726086956521739,548.0,-6.0,-10.2,3.5,-4.469565217391304,251.0,-17.0,-6.6,-0.1,-3.4217391304347826,554.0,-4.0,-5.2,4.0,-2.0739130434782607,268.0,14.0,-8.9,2.8,-3.5304347826086957,558.0,-2.0,-3.8,1.7,-1.5695652173913044,2
251.0,-13.0,-0.5,5.5,1.3391304347826087,544.0,-2.0,-4.7,4.7,-1.3956521739130434,264.0,3.0,-10.3,5.4,-4.578260869565217,546.0,-2.0,-7.2,5.6,-2.491304347826087,261.0,10.0,-14.5,3.6,-7.726086956521739,548.0,-6.0,-10.2,3.5,-4.469565217391304,251.0,-17.0,-6.6,-0.1,-3.4217391304347826,554.0,-4.0,-5.2,4.0,-2.0739130434782607,1
243.0,-8.0,0.8,6.7,3.5565217391304347,544.0,0.0,-2.2,8.4,1.3434782608695652,251.0,-13.0,-0.5,5.5,1.3391304347826087,544.0,-2.0,-4.7,4.7,-1.3956521739130434,264.0,3.0,-10.3,5.4,-4.578260869565217,546.0,-2.0,-7.2,5.6,-2.491304347826087,261.0,10.0,-14.5,3.6,-7.726086956521739,548.0,-6.0,-10.2,3.5,-4.469565217391304,1
279.0,20.0,-3.3,12.5,1.9478260869565218,542.0,0.0,-0.2,14.0,4.756521739130434,259.0,16.0,-2.6,11.1,2.8434782608695652,542.0,-2.0,-0.6,13.5,4.1521739130434785,243.0,-8.0,0.8,6.7,3.5565217391304347,544.0,0.0,-2.2,8.4,1.3434782608695652,251.0,-13.0,-0.5,5.5,1.3391304347826087,544.0,-2.0,-4.7,4.7,-1.3956521739130434,1
267.0,-12.0,4.0,9.6,5.921739130434783,539.0,-3.0,0.6,9.8,3.7695652173913046,279.0,20.0,-3.3,12.5,1.9478260869565218,542.0,0.0,-0.2,14.0,4.756521739130434,259.0,16.0,-2.6,11.1,2.8434782608695652,542.0,-2.0,-0.6,13.5,4.1521739130434785,243.0,-8.0,0.8,6.7,3.5565217391304347,544.0,0.0,-2.2,8.4,1.3434782608695652,1
280.0,13.0,-2.6,9.7,3.4391304347826086,542.0,3.0,-1.4,11.3,3.3521739130434782,267.0,-12.0,4.0,9.6,5.921739130434783,539.0,-3.0,0.6,9.8,3.7695652173913046,279.0,20.0,-3.3,12.5,1.9478260869565218,542.0,0.0,-0.2,14.0,4.756521739130434,259.0,16.0,-2.6,11.1,2.8434782608695652,542.0,-2.0,-0.6,13.5,4.1521739130434785,1
275.0,-5.0,1.4,7.5,4.217391304347826,549.0,7.0,1.1,7.4,3.291304347826087,280.0,13.0,-2.6,9.7,3.4391304347826086,542.0,3.0,-1.4,11.3,3.3521739130434782,267.0,-12.0,4.0,9.6,5.921739130434783,539.0,-3.0,0.6,9.8,3.7695652173913046,279.0,20.0,-3.3,12.5,1.9478260869565218,542.0,0.0,-0.2,14.0,4.756521739130434,2
270.0,-5.0,0.7,6.0,2.7119999999999997,555.0,6.0,1.4,3.2,2.228,275.0,-5.0,1.4,7.5,4.217391304347826,549.0,7.0,1.1,7.4,3.291304347826087,280.0,13.0,-2.6,9.7,3.4391304347826086,542.0,3.0,-1.4,11.3,3.3521739130434782,267.0,-12.0,4.0,9.6,5.921739130434783,539.0,-3.0,0.6,9.8,3.7695652173913046,2
269.0,-1.0,3.3,10.5,5.630434782608695,563.0,8.0,1.3,9.4,4.1869565217391305,270.0,-5.0,0.7,6.0,2.7119999999999997,555.0,6.0,1.4,3.2,2.228,275.0,-5.0,1.4,7.5,4.217391304347826,549.0,7.0,1.1,7.4,3.291304347826087,280.0,13.0,-2.6,9.7,3.4391304347826086,542.0,3.0,-1.4,11.3,3.3521739130434782,2
278.0,9.0,0.0,6.6,2.360869565217391,570.0,7.0,0.0,6.1,2.652173913043478,269.0,-1.0,3.3,10.5,5.630434782608695,563.0,8.0,1.3,9.4,4.1869565217391305,270.0,-5.0,0.7,6.0,2.7119999999999997,555.0,6.0,1.4,3.2,2.228,275.0,-5.0,1.4,7.5,4.217391304347826,549.0,7.0,1.1,7.4,3.291304347826087,3
264.0,-14.0,-5.8,0.2,-2.4478260869565216,569.0,-1.0,-2.2,2.2,-0.5478260869565217,278.0,9.0,0.0,6.6,2.360869565217391,570.0,7.0,0.0,6.1,2.652173913043478,269.0,-1.0,3.3,10.5,5.630434782608695,563.0,8.0,1.3,9.4,4.1869565217391305,270.0,-5.0,0.7,6.0,2.7119999999999997,555.0,6.0,1.4,3.2,2.228,3
265.0,1.0,-10.1,7.8,-3.0391304347826087,558.0,-11.0,-4.8,9.6,0.4217391304347826,264.0,-14.0,-5.8,0.2,-2.4478260869565216,569.0,-1.0,-2.2,2.2,-0.5478260869565217,278.0,9.0,0.0,6.6,2.360869565217391,570.0,7.0,0.0,6.1,2.652173913043478,269.0,-1.0,3.3,10.5,5.630434782608695,563.0,8.0,1.3,9.4,4.1869565217391305,3
266.0,1.0,-5.9,7.0,-0.3521739130434783,557.0,-1.0,-2.4,9.4,1.6695652173913043,265.0,1.0,-10.1,7.8,-3.0391304347826087,558.0,-11.0,-4.8,9.6,0.4217391304347826,264.0,-14.0,-5.8,0.2,-2.4478260869565216,569.0,-1.0,-2.2,2.2,-0.5478260869565217,278.0,9.0,0.0,6.6,2.360869565217391,570.0,7.0,0.0,6.1,2.652173913043478,2
249.0,-17.0,0.3,5.6,2.0391304347826087,554.0,-3.0,-2.5,5.8,1.3521739130434782,266.0,1.0,-5.9,7.0,-0.3521739130434783,557.0,-1.0,-2.4,9.4,1.6695652173913043,265.0,1.0,-10.1,7.8,-3.0391304347826087,558.0,-11.0,-4.8,9.6,0.4217391304347826,264.0,-14.0,-5.8,0.2,-2.4478260869565216,569.0,-1.0,-2.2,2.2,-0.5478260869565217,3
268.0,19.0,-0.3,8.1,1.8347826086956522,568.0,14.0,-1.2,2.3,-0.1391304347826087,249.0,-17.0,0.3,5.6,2.0391304347826087,554.0,-3.0,-2.5,5.8,1.3521739130434782,266.0,1.0,-5.9,7.0,-0.3521739130434783,557.0,-1.0,-2.4,9.4,1.6695652173913043,265.0,1.0,-10.1,7.8,-3.0391304347826087,558.0,-11.0,-4.8,9.6,0.4217391304347826,3
285.0,17.0,0.2,4.7,2.265217391304348,594.0,26.0,-0.3,1.6,0.4478260869565217,268.0,19.0,-0.3,8.1,1.8347826086956522,568.0,14.0,-1.2,2.3,-0.1391304347826087,249.0,-17.0,0.3,5.6,2.0391304347826087,554.0,-3.0,-2.5,5.8,1.3521739130434782,266.0,1.0,-5.9,7.0,-0.3521739130434783,557.0,-1.0,-2.4,9.4,1.6695652173913043,4
292.0,7.0,-0.9,6.0,1.0217391304347827,620.0,26.0,-0.2,4.5,0.7,285.0,17.0,0.2,4.7,2.265217391304348,594.0,26.0,-0.3,1.6,0.4478260869565217,268.0,19.0,-0.3,8.1,1.8347826086956522,568.0,14.0,-1.2,2.3,-0.1391304347826087,249.0,-17.0,0.3,5.6,2.0391304347826087,554.0,-3.0,-2.5,5.8,1.3521739130434782,3
296.0,4.0,-4.5,5.3,-0.7347826086956522,623.0,3.0,-2.1,4.1,0.3130434782608696,292.0,7.0,-0.9,6.0,1.0217391304347827,620.0,26.0,-0.2,4.5,0.7,285.0,17.0,0.2,4.7,2.265217391304348,594.0,26.0,-0.3,1.6,0.4478260869565217,268.0,19.0,-0.3,8.1,1.8347826086956522,568.0,14.0,-1.2,2.3,-0.1391304347826087,3
300.0,4.0,-2.8,5.3,0.3695652173913043,632.0,9.0,-2.4,4.4,-0.08260869565217387,296.0,4.0,-4.5,5.3,-0.7347826086956522,623.0,3.0,-2.1,4.1,0.3130434782608696,292.0,7.0,-0.9,6.0,1.0217391304347827,620.0,26.0,-0.2,4.5,0.7,285.0,17.0,0.2,4.7,2.265217391304348,594.0,26.0,-0.3,1.6,0.4478260869565217,3
296.0,-4.0,-5.0,7.0,-0.9347826086956522,637.0,5.0,-2.2,3.9,-0.09999999999999999,300.0,4.0,-2.8,5.3,0.3695652173913043,632.0,9.0,-2.4,4.4,-0.08260869565217387,296.0,4.0,-4.5,5.3,-0.7347826086956522,623.0,3.0,-2.1,4.1,0.3130434782608696,292.0,7.0,-0.9,6.0,1.0217391304347827,620.0,26.0,-0.2,4.5,0.7,3
293.0,-3.0,-0.5,7.0,1.6782608695652175,646.0,9.0,-2.3,1.0,-0.8130434782608695,296.0,-4.0,-5.0,7.0,-0.9347826086956522,637.0,5.0,-2.2,3.9,-0.09999999999999999,300.0,4.0,-2.8,5.3,0.3695652173913043,632.0,9.0,-2.4,4.4,-0.08260869565217387,296.0,4.0,-4.5,5.3,-0.7347826086956522,623.0,3.0,-2.1,4.1,0.3130434782608696,3
300.0,7.0,2.7,9.2,5.256521739130434,665.0,19.0,1.0,5.7,3.243478260869565,293.0,-3.0,-0.5,7.0,1.6782608695652175,646.0,9.0,-2.3,1.0,-0.8130434782608695,296.0,-4.0,-5.0,7.0,-0.9347826086956522,637.0,5.0,-2.2,3.9,-0.09999999999999999,300.0,4.0,-2.8,5.3,0.3695652173913043,632.0,9.0,-2.4,4.4,-0.08260869565217387,4
286.0,-14.0,3.7,7.3,6.278260869565218,660.0,-5.0,2.7,9.1,5.021739130434782,300.0,7.0,2.7,9.2,5.256521739130434,665.0,19.0,1.0,5.7,3.243478260869565,293.0,-3.0,-0.5,7.0,1.6782608695652175,646.0,9.0,-2.3,1.0,-0.8130434782608695,296.0,-4.0,-5.0,7.0,-0.9347826086956522,637.0,5.0,-2.2,3.9,-0.09999999999999999,3
263.0,-23.0,0.0,5.2,1.9565217391304348,657.0,-3.0,-0.1,5.3,2.0,286.0,-14.0,3.7,7.3,6.278260869565218,660.0,-5.0,2.7,9.1,5.021739130434782,300.0,7.0,2.7,9.2,5.256521739130434,665.0,19.0,1.0,5.7,3.243478260869565,293.0,-3.0,-0.5,7.0,1.6782608695652175,646.0,9.0,-2.3,1.0,-0.8130434782608695,3
278.0,15.0,0.3,4.7,1.3043478260869565,690.0,33.0,-1.9,2.1,-0.5217391304347826,263.0,-23.0,0.0,5.2,1.9565217391304348,657.0,-3.0,-0.1,5.3,2.0,286.0,-14.0,3.7,7.3,6.278260869565218,660.0,-5.0,2.7,9.1,5.021739130434782,300.0,7.0,2.7,9.2,5.256521739130434,665.0,19.0,1.0,5.7,3.243478260869565,4
288.0,10.0,0.1,3.6,1.9,719.0,29.0,0.0,3.0,1.1695652173913043,278.0,15.0,0.3,4.7,1.3043478260869565,690.0,33.0,-1.9,2.1,-0.5217391304347826,263.0,-23.0,0.0,5.2,1.9565217391304348,657.0,-3.0,-0.1,5.3,2.0,286.0,-14.0,3.7,7.3,6.278260869565218,660.0,-5.0,2.7,9.1,5.021739130434782,4
292.0,4.0,-1.5,4.9,0.8347826086956522,719.0,0.0,-2.3,3.7,0.7130434782608696,288.0,10.0,0.1,3.6,1.9,719.0,29.0,0.0,3.0,1.1695652173913043,278.0,15.0,0.3,4.7,1.3043478260869565,690.0,33.0,-1.9,2.1,-0.5217391304347826,263.0,-23.0,0.0,5.2,1.9565217391304348,657.0,-3.0,-0.1,5.3,2.0,3
287.0,-5.0,-4.1,5.0,-1.0826086956521739,714.0,-5.0,-4.1,5.7,-0.8260869565217391,292.0,4.0,-1.5,4.9,0.8347826086956522,719.0,0.0,-2.3,3.7,0.7130434782608696,288.0,10.0,0.1,3.6,1.9,719.0,29.0,0.0,3.0,1.1695652173913043,278.0,15.0,0.3,4.7,1.3043478260869565,690.0,33.0,-1.9,2.1,-0.5217391304347826,3
284.0,-3.0,-6.7,3.1,-2.465217391304348,705.0,-9.0,-5.6,2.7,-1.9956521739130435,287.0,-5.0,-4.1,5.0,-1.0826086956521739,714.0,-5.0,-4.1,5.7,-0.8260869565217391,292.0,4.0,-1.5,4.9,0.8347826086956522,719.0,0.0,-2.3,3.7,0.7130434782608696,288.0,10.0,0.1,3.6,1.9,719.0,29.0,0.0,3.0,1.1695652173913043,3
290.0,6.0,-2.1,4.3,-0.2956521739130435,705.0,0.0,-2.5,-0.4,-1.6,284.0,-3.0,-6.7,3.1,-2.465217391304348,705.0,-9.0,-5.6,2.7,-1.9956521739130435,287.0,-5.0,-4.1,5.0,-1.0826086956521739,714.0,-5.0,-4.1,5.7,-0.8260869565217391,292.0,4.0,-1.5,4.9,0.8347826086956522,719.0,0.0,-2.3,3.7,0.7130434782608696,3
288.0,-2.0,-4.2,2.7,-1.0347826086956522,707.0,2.0,-5.6,3.6,-2.143478260869565,290.0,6.0,-2.1,4.3,-0.2956521739130435,705.0,0.0,-2.5,-0.4,-1.6,284.0,-3.0,-6.7,3.1,-2.465217391304348,705.0,-9.0,-5.6,2.7,-1.9956521739130435,287.0,-5.0,-4.1,5.0,-1.0826086956521739,714.0,-5.0,-4.1,5.7,-0.8260869565217391,2
281.0,-7.0,-6.6,6.7,-1.5391304347826087,701.0,-3.0,-3.9,7.1,0.8478260869565217,288.0,0.0,-6.4,6.7,-1.682608695652174,704.0,-3.0,-5.5,6.7,-1.0217391304347825,288.0,-2.0,-4.2,2.7,-1.0347826086956522,707.0,2.0,-5.6,3.6,-2.143478260869565,290.0,6.0,-2.1,4.3,-0.2956521739130435,705.0,0.0,-2.5,-0.4,-1.6,2
266.0,-15.0,-7.3,7.7,-1.0130434782608695,698.0,-3.0,-4.6,9.7,1.1739130434782608,281.0,-7.0,-6.6,6.7,-1.5391304347826087,701.0,-3.0,-3.9,7.1,0.8478260869565217,288.0,0.0,-6.4,6.7,-1.682608695652174,704.0,-3.0,-5.5,6.7,-1.0217391304347825,288.0,-2.0,-4.2,2.7,-1.0347826086956522,707.0,2.0,-5.6,3.6,-2.143478260869565,2
263.0,-3.0,-7.3,8.4,-1.0434782608695652,697.0,-1.0,-2.9,12.2,3.091304347826087,266.0,-15.0,-7.3,7.7,-1.0130434782608695,698.0,-3.0,-4.6,9.7,1.1739130434782608,281.0,-7.0,-6.6,6.7,-1.5391304347826087,701.0,-3.0,-3.9,7.1,0.8478260869565217,288.0,0.0,-6.4,6.7,-1.682608695652174,704.0,-3.0,-5.5,6.7,-1.0217391304347825,2
262.0,-1.0,-3.9,8.5,0.9304347826086956,691.0,-6.0,-2.1,11.5,3.61304347826087,263.0,-3.0,-7.3,8.4,-1.0434782608695652,697.0,-1.0,-2.9,12.2,3.091304347826087,266.0,-15.0,-7.3,7.7,-1.0130434782608695,698.0,-3.0,-4.6,9.7,1.1739130434782608,281.0,-7.0,-6.6,6.7,-1.5391304347826087,701.0,-3.0,-3.9,7.1,0.8478260869565217,2
269.0,7.0,-0.1,3.9,1.9826086956521738,689.0,-2.0,-0.5,6.6,1.6217391304347826,262.0,-1.0,-3.9,8.5,0.9304347826086956,691.0,-6.0,-2.1,11.5,3.61304347826087,263.0,-3.0,-7.3,8.4,-1.0434782608695652,697.0,-1.0,-2.9,12.2,3.091304347826087,266.0,-15.0,-7.3,7.7,-1.0130434782608695,698.0,-3.0,-4.6,9.7,1.1739130434782608,2
269.0,0.0,-4.7,0.3,-2.4956521739130433,709.0,20.0,-4.7,2.0,-2.134782608695652,269.0,7.0,-0.1,3.9,1.9826086956521738,689.0,-2.0,-0.5,6.6,1.6217391304347826,262.0,-1.0,-3.9,8.5,0.9304347826086956,691.0,-6.0,-2.1,11.5,3.61304347826087,263.0,-3.0,-7.3,8.4,-1.0434782608695652,697.0,-1.0,-2.9,12.2,3.091304347826087,3
267.0,-2.0,-4.8,1.6,-2.621739130434783,723.0,14.0,-6.5,3.5,-2.9043478260869566,269.0,0.0,-4.7,0.3,-2.4956521739130433,709.0,20.0,-4.7,2.0,-2.134782608695652,269.0,7.0,-0.1,3.9,1.9826086956521738,689.0,-2.0,-0.5,6.6,1.6217391304347826,262.0,-1.0,-3.9,8.5,0.9304347826086956,691.0,-6.0,-2.1,11.5,3.61304347826087,3
293.0,26.0,-2.4,0.2,-1.3695652173913044,732.0,9.0,-3.0,-0.6,-2.1043478260869564,267.0,-2.0,-4.8,1.6,-2.621739130434783,723.0,14.0,-6.5,3.5,-2.9043478260869566,269.0,0.0,-4.7,0.3,-2.4956521739130433,709.0,20.0,-4.7,2.0,-2.134782608695652,269.0,7.0,-0.1,3.9,1.9826086956521738,689.0,-2.0,-0.5,6.6,1.6217391304347826,3
278.0,-15.0,-6.4,2.9,-2.230434782608696,746.0,14.0,-6.8,5.1,-1.8130434782608695,293.0,26.0,-2.4,0.2,-1.3695652173913044,732.0,9.0,-3.0,-0.6,-2.1043478260869564,267.0,-2.0,-4.8,1.6,-2.621739130434783,723.0,14.0,-6.5,3.5,-2.9043478260869566,269.0,0.0,-4.7,0.3,-2.4956521739130433,709.0,20.0,-4.7,2.0,-2.134782608695652,3
275.0,-3.0,-2.7,4.5,-0.5304347826086957,747.0,1.0,-4.5,4.4,-1.5869565217391304,278.0,-15.0,-6.4,2.9,-2.230434782608696,746.0,14.0,-6.8,5.1,-1.8130434782608695,293.0,26.0,-2.4,0.2,-1.3695652173913044,732.0,9.0,-3.0,-0.6,-2.1043478260869564,267.0,-2.0,-4.8,1.6,-2.621739130434783,723.0,14.0,-6.5,3.5,-2.9043478260869566,3
285.0,10.0,1.7,10.3,4.339130434782609,746.0,-1.0,-1.4,9.3,1.7391304347826089,275.0,-3.0,-2.7,4.5,-0.5304347826086957,747.0,1.0,-4.5,4.4,-1.5869565217391304,278.0,-15.0,-6.4,2.9,-2.230434782608696,746.0,14.0,-6.8,5.1,-1.8130434782608695,293.0,26.0,-2.4,0.2,-1.3695652173913044,732.0,9.0,-3.0,-0.6,-2.1043478260869564,3
282.0,-3.0,1.8,8.6,4.504347826086956,742.0,-4.0,0.7,11.4,4.6695652173913045,285.0,10.0,1.7,10.3,4.339130434782609,746.0,-1.0,-1.4,9.3,1.7391304347826089,275.0,-3.0,-2.7,4.5,-0.5304347826086957,747.0,1.0,-4.5,4.4,-1.5869565217391304,278.0,-15.0,-6.4,2.9,-2.230434782608696,746.0,14.0,-6.8,5.1,-1.8130434782608695,2
281.0,-1.0,-4.9,11.8,1.1260869565217393,723.0,-19.0,-1.5,14.6,5.086956521739131,282.0,-3.0,1.8,8.6,4.504347826086956,742.0,-4.0,0.7,11.4,4.6695652173913045,285.0,10.0,1.7,10.3,4.339130434782609,746.0,-1.0,-1.4,9.3,1.7391304347826089,275.0,-3.0,-2.7,4.5,-0.5304347826086957,747.0,1.0,-4.5,4.4,-1.5869565217391304,3
289.0,8.0,-2.3,15.1,3.982608695652174,722.0,-1.0,1.6,16.8,7.621739130434783,281.0,-1.0,-4.9,11.8,1.1260869565217393,723.0,-19.0,-1.5,14.6,5.086956521739131,282.0,-3.0,1.8,8.6,4.504347826086956,742.0,-4.0,0.7,11.4,4.6695652173913045,285.0,10.0,1.7,10.3,4.339130434782609,746.0,-1.0,-1.4,9.3,1.7391304347826089,3
