S1_total_0,S1_delta_0,S1_min_0,S1_max_0,S1_mean_0,S2_total_0,S2_delta_0,S2_min_0,S2_max_0,S2_mean_0,S1_total_1,S1_delta_1,S1_min_1,S1_max_1,S1_mean_1,S2_total_1,S2_delta_1,S2_min_1,S2_max_1,S2_mean_1,S1_total_2,S1_delta_2,S1_min_2,S1_max_2,S1_mean_2,S2_total_2,S2_delta_2,S2_min_2,S2_max_2,S2_mean_2,S1_total_3,S1_delta_3,S1_min_3,S1_max_3,S1_mean_3,S2_total_3,S2_delta_3,S2_min_3,S2_max_3,S2_mean_3,Danger Rating
110.0,-1.0,-12.5,-6.7,-9.917391304347825,133.0,-4.0,-10.4,1.2,-7.030434782608696,111.0,5.0,-13.7,-5.2,-8.891304347826086,137.0,-2.0,-11.2,-1.1,-7.569565217391304,106.0,0.0,-23.2,-6.7,-18.839130434782607,139.0,-4.0,-15.5,-0.1,-11.391304347826088,106.0,-6.0,-29.8,-18.2,-24.713043478260868,143.0,-4.0,-16.7,-6.2,-12.330434782608696,2
112.0,2.0,-14.4,-6.8,-11.452173913043477,141.0,8.0,-5.6,7.2,-1.9521739130434783,110.0,-1.0,-12.5,-6.7,-9.917391304347825,133.0,-4.0,-10.4,1.2,-7.030434782608696,111.0,5.0,-13.7,-5.2,-8.891304347826086,137.0,-2.0,-11.2,-1.1,-7.569565217391304,106.0,0.0,-23.2,-6.7,-18.839130434782607,139.0,-4.0,-15.5,-0.1,-11.391304347826088,2
113.0,1.0,-13.6,-4.7,-10.891304347826088,147.0,6.0,-3.5,6.3,-0.6173913043478261,112.0,2.0,-14.4,-6.8,-11.452173913043477,141.0,8.0,-5.6,7.2,-1.9521739130434783,110.0,-1.0,-12.5,-6.7,-9.917391304347825,133.0,-4.0,-10.4,1.2,-7.030434782608696,111.0,5.0,-13.7,-5.2,-8.891304347826086,137.0,-2.0,-11.2,-1.1,-7.569565217391304,2
114.0,1.0,-11.4,-3.2,-8.639130434782608,157.0,10.0,-0.7,1.8,0.16086956521739132,113.0,1.0,-13.6,-4.7,-10.891304347826088,147.0,6.0,-3.5,6.3,-0.6173913043478261,112.0,2.0,-14.4,-6.8,-11.452173913043477,141.0,8.0,-5.6,7.2,-1.9521739130434783,110.0,-1.0,-12.5,-6.7,-9.917391304347825,133.0,-4.0,-10.4,1.2,-7.030434782608696,2
125.0,11.0,-7.2,3.7,-0.2043478260869565,143.0,-14.0,0.2,3.7,1.7521739130434784,114.0,1.0,-11.4,-3.2,-8.639130434782608,157.0,10.0,-0.7,1.8,0.16086956521739132,113.0,1.0,-13.6,-4.7,-10.891304347826088,147.0,6.0,-3.5,6.3,-0.6173913043478261,112.0,2.0,-14.4,-6.8,-11.452173913043477,141.0,8.0,-5.6,7.2,-1.9521739130434783,2
129.0,4.0,2.0,5.3,3.5043478260869563,145.0,2.0,0.1,3.7,1.5391304347826087,125.0,0.0,-0.8,3.5,1.2,143.0,0.0,-0.1,3.7,0.7521739130434782,125.0,11.0,-7.2,3.7,-0.2043478260869565,143.0,-14.0,0.2,3.7,1.7521739130434784,114.0,1.0,-11.4,-3.2,-8.639130434782608,157.0,10.0,-0.7,1.8,0.16086956521739132,3
130.0,1.0,1.0,3.4,2.1652173913043478,158.0,13.0,0.1,4.4,2.108695652173913,129.0,4.0,2.0,5.3,3.5043478260869563,145.0,2.0,0.1,3.7,1.5391304347826087,125.0,0.0,-0.8,3.5,1.2,143.0,0.0,-0.1,3.7,0.7521739130434782,125.0,11.0,-7.2,3.7,-0.2043478260869565,143.0,-14.0,0.2,3.7,1.7521739130434784,4
140.0,10.0,0.3,2.3,1.0956521739130434,159.0,1.0,0.0,3.7,1.8695652173913044,130.0,1.0,1.0,3.4,2.1652173913043478,158.0,13.0,0.1,4.4,2.108695652173913,129.0,4.0,2.0,5.3,3.5043478260869563,145.0,2.0,0.1,3.7,1.5391304347826087,125.0,0.0,-0.8,3.5,1.2,143.0,0.0,-0.1,3.7,0.7521739130434782,4
159.0,19.0,-1.3,0.8,0.11304347826086956,172.0,13.0,-0.6,0.9,-0.06956521739130435,140.0,10.0,0.3,2.3,1.0956521739130434,159.0,1.0,0.0,3.7,1.8695652173913044,130.0,1.0,1.0,3.4,2.1652173913043478,158.0,13.0,0.1,4.4,2.108695652173913,129.0,4.0,2.0,5.3,3.5043478260869563,145.0,2.0,0.1,3.7,1.5391304347826087,3
161.0,2.0,-2.5,0.4,-1.1782608695652175,215.0,43.0,-1.0,0.0,-0.3,159.0,19.0,-1.3,0.8,0.11304347826086956,172.0,13.0,-0.6,0.9,-0.06956521739130435,140.0,10.0,0.3,2.3,1.0956521739130434,159.0,1.0,0.0,3.7,1.8695652173913044,130.0,1.0,1.0,3.4,2.1652173913043478,158.0,13.0,0.1,4.4,2.108695652173913,3
160.0,-1.0,-8.7,-1.9,-6.208695652173913,226.0,11.0,-5.7,0.0,-3.4391304347826086,161.0,2.0,-2.5,0.4,-1.1782608695652175,215.0,43.0,-1.0,0.0,-0.3,159.0,19.0,-1.3,0.8,0.11304347826086956,172.0,13.0,-0.6,0.9,-0.06956521739130435,140.0,10.0,0.3,2.3,1.0956521739130434,159.0,1.0,0.0,3.7,1.8695652173913044,3
161.0,1.0,-11.4,-3.6,-8.7,224.0,-2.0,-8.4,0.5,-5.747826086956522,160.0,-1.0,-8.7,-1.9,-6.208695652173913,226.0,11.0,-5.7,0.0,-3.4391304347826086,161.0,2.0,-2.5,0.4,-1.1782608695652175,215.0,43.0,-1.0,0.0,-0.3,159.0,19.0,-1.3,0.8,0.11304347826086956,172.0,13.0,-0.6,0.9,-0.06956521739130435,2
169.0,8.0,-12.4,-4.6,-10.069565217391304,223.0,-1.0,-7.4,0.8,-4.839130434782609,161.0,1.0,-11.4,-3.6,-8.7,224.0,-2.0,-8.4,0.5,-5.747826086956522,160.0,-1.0,-8.7,-1.9,-6.208695652173913,226.0,11.0,-5.7,0.0,-3.4391304347826086,161.0,2.0,-2.5,0.4,-1.1782608695652175,215.0,43.0,-1.0,0.0,-0.3,2
169.0,0.0,-4.2,0.7,-1.9304347826086956,225.0,2.0,-2.9,-0.6,-1.9130434782608696,169.0,8.0,-12.4,-4.6,-10.069565217391304,223.0,-1.0,-7.4,0.8,-4.839130434782609,161.0,1.0,-11.4,-3.6,-8.7,224.0,-2.0,-8.4,0.5,-5.747826086956522,160.0,-1.0,-8.7,-1.9,-6.208695652173913,226.0,11.0,-5.7,0.0,-3.4391304347826086,2
167.0,-2.0,-2.1,0.7,-0.9869565217391304,233.0,8.0,-1.8,-0.5,-1.2695652173913043,169.0,0.0,-4.2,0.7,-1.9304347826086956,225.0,2.0,-2.9,-0.6,-1.9130434782608696,169.0,8.0,-12.4,-4.6,-10.069565217391304,223.0,-1.0,-7.4,0.8,-4.839130434782609,161.0,1.0,-11.4,-3.6,-8.7,224.0,-2.0,-8.4,0.5,-5.747826086956522,2
179.0,6.0,-2.2,0.3,-0.6347826086956522,274.0,39.0,-1.8,-0.6,-1.2869565217391303,173.0,6.0,-5.5,-0.2,-2.365217391304348,235.0,2.0,-2.2,-1.1,-1.5869565217391304,167.0,-2.0,-2.1,0.7,-0.9869565217391304,233.0,8.0,-1.8,-0.5,-1.2695652173913043,169.0,0.0,-4.2,0.7,-1.9304347826086956,225.0,2.0,-2.9,-0.6,-1.9130434782608696,3
189.0,10.0,-1.7,0.1,-0.9043478260869565,308.0,34.0,-2.4,-1.5,-2.0304347826086957,179.0,6.0,-2.2,0.3,-0.6347826086956522,274.0,39.0,-1.8,-0.6,-1.2869565217391303,173.0,6.0,-5.5,-0.2,-2.365217391304348,235.0,2.0,-2.2,-1.1,-1.5869565217391304,167.0,-2.0,-2.1,0.7,-0.9869565217391304,233.0,8.0,-1.8,-0.5,-1.2695652173913043,4
194.0,5.0,-1.2,0.5,-0.34782608695652173,353.0,45.0,-2.0,-0.2,-0.9304347826086957,189.0,10.0,-1.7,0.1,-0.9043478260869565,308.0,34.0,-2.4,-1.5,-2.0304347826086957,179.0,6.0,-2.2,0.3,-0.6347826086956522,274.0,39.0,-1.8,-0.6,-1.2869565217391303,173.0,6.0,-5.5,-0.2,-2.365217391304348,235.0,2.0,-2.2,-1.1,-1.5869565217391304,4
193.0,-1.0,-2.7,0.0,-1.7739130434782608,363.0,10.0,-5.4,-0.6,-2.608695652173913,194.0,5.0,-1.2,0.5,-0.34782608695652173,353.0,45.0,-2.0,-0.2,-0.9304347826086957,189.0,10.0,-1.7,0.1,-0.9043478260869565,308.0,34.0,-2.4,-1.5,-2.0304347826086957,179.0,6.0,-2.2,0.3,-0.6347826086956522,274.0,39.0,-1.8,-0.6,-1.2869565217391303,3
202.0,9.0,-3.5,0.5,-1.482608695652174,374.0,11.0,-4.1,-1.4,-3.0217391304347827,193.0,-1.0,-2.7,0.0,-1.7739130434782608,363.0,10.0,-5.4,-0.6,-2.608695652173913,194.0,5.0,-1.2,0.5,-0.34782608695652173,353.0,45.0,-2.0,-0.2,-0.9304347826086957,189.0,10.0,-1.7,0.1,-0.9043478260869565,308.0,34.0,-2.4,-1.5,-2.0304347826086957,4
206.0,4.0,-6.3,-1.9,-3.4130434782608696,387.0,13.0,-5.8,1.4,-2.3173913043478263,202.0,9.0,-3.5,0.5,-1.482608695652174,374.0,11.0,-4.1,-1.4,-3.0217391304347827,193.0,-1.0,-2.7,0.0,-1.7739130434782608,363.0,10.0,-5.4,-0.6,-2.608695652173913,194.0,5.0,-1.2,0.5,-0.34782608695652173,353.0,45.0,-2.0,-0.2,-0.9304347826086957,4
203.0,-3.0,-12.2,-4.0,-7.452173913043478,384.0,-3.0,-7.7,-3.0,-5.995652173913044,206.0,4.0,-6.3,-1.9,-3.4130434782608696,387.0,13.0,-5.8,1.4,-2.3173913043478263,202.0,9.0,-3.5,0.5,-1.482608695652174,374.0,11.0,-4.1,-1.4,-3.0217391304347827,193.0,-1.0,-2.7,0.0,-1.7739130434782608,363.0,10.0,-5.4,-0.6,-2.608695652173913,3
203.0,0.0,-10.4,-2.9,-7.534782608695652,382.0,-2.0,-9.1,-2.0,-6.860869565217391,203.0,-3.0,-12.2,-4.0,-7.452173913043478,384.0,-3.0,-7.7,-3.0,-5.995652173913044,206.0,4.0,-6.3,-1.9,-3.4130434782608696,387.0,13.0,-5.8,1.4,-2.3173913043478263,202.0,9.0,-3.5,0.5,-1.482608695652174,374.0,11.0,-4.1,-1.4,-3.0217391304347827,2
214.0,11.0,-3.5,-0.6,-2.1130434782608694,389.0,7.0,-5.4,-1.2,-4.517391304347826,203.0,0.0,-10.4,-2.9,-7.534782608695652,382.0,-2.0,-9.1,-2.0,-6.860869565217391,203.0,-3.0,-12.2,-4.0,-7.452173913043478,384.0,-3.0,-7.7,-3.0,-5.995652173913044,206.0,4.0,-6.3,-1.9,-3.4130434782608696,387.0,13.0,-5.8,1.4,-2.3173913043478263,3
210.0,-4.0,-7.6,-4.7,-6.069565217391305,393.0,4.0,-9.0,-3.4,-6.530434782608696,214.0,11.0,-3.5,-0.6,-2.1130434782608694,389.0,7.0,-5.4,-1.2,-4.517391304347826,203.0,0.0,-10.4,-2.9,-7.534782608695652,382.0,-2.0,-9.1,-2.0,-6.860869565217391,203.0,-3.0,-12.2,-4.0,-7.452173913043478,384.0,-3.0,-7.7,-3.0,-5.995652173913044,2
203.0,-7.0,-19.3,-10.0,-15.4,391.0,-2.0,-11.5,-4.9,-8.869565217391305,210.0,-4.0,-7.6,-4.7,-6.069565217391305,393.0,4.0,-9.0,-3.4,-6.530434782608696,214.0,11.0,-3.5,-0.6,-2.1130434782608694,389.0,7.0,-5.4,-1.2,-4.517391304347826,203.0,0.0,-10.4,-2.9,-7.534782608695652,382.0,-2.0,-9.1,-2.0,-6.860869565217391,2
206.0,3.0,-22.7,-8.6,-17.678260869565218,388.0,-3.0,-12.4,0.1,-9.3,203.0,-7.0,-19.3,-10.0,-15.4,391.0,-2.0,-11.5,-4.9,-8.869565217391305,210.0,-4.0,-7.6,-4.7,-6.069565217391305,393.0,4.0,-9.0,-3.4,-6.530434782608696,214.0,11.0,-3.5,-0.6,-2.1130434782608694,389.0,7.0,-5.4,-1.2,-4.517391304347826,2
214.0,8.0,-10.3,-2.9,-6.908695652173913,389.0,1.0,-7.6,9.0,-2.6739130434782608,206.0,3.0,-22.7,-8.6,-17.678260869565218,388.0,-3.0,-12.4,0.1,-9.3,203.0,-7.0,-19.3,-10.0,-15.4,391.0,-2.0,-11.5,-4.9,-8.869565217391305,210.0,-4.0,-7.6,-4.7,-6.069565217391305,393.0,4.0,-9.0,-3.4,-6.530434782608696,3
217.0,3.0,-4.9,3.5,-2.3347826086956522,391.0,2.0,-2.0,9.4,0.4956521739130435,214.0,8.0,-10.3,-2.9,-6.908695652173913,389.0,1.0,-7.6,9.0,-2.6739130434782608,206.0,3.0,-22.7,-8.6,-17.678260869565218,388.0,-3.0,-12.4,0.1,-9.3,203.0,-7.0,-19.3,-10.0,-15.4,391.0,-2.0,-11.5,-4.9,-8.869565217391305,2
222.0,5.0,-2.9,5.4,1.8130434782608695,392.0,1.0,-5.3,-0.8,-3.4043478260869566,217.0,3.0,-4.9,3.5,-2.3347826086956522,391.0,2.0,-2.0,9.4,0.4956521739130435,214.0,8.0,-10.3,-2.9,-6.908695652173913,389.0,1.0,-7.6,9.0,-2.6739130434782608,206.0,3.0,-22.7,-8.6,-17.678260869565218,388.0,-3.0,-12.4,0.1,-9.3,2
217.0,-5.0,-14.6,-4.6,-9.365217391304348,389.0,-3.0,-9.8,-5.4,-7.4913043478260875,222.0,5.0,-2.9,5.4,1.8130434782608695,392.0,1.0,-5.3,-0.8,-3.4043478260869566,217.0,3.0,-4.9,3.5,-2.3347826086956522,391.0,2.0,-2.0,9.4,0.4956521739130435,214.0,8.0,-10.3,-2.9,-6.908695652173913,389.0,1.0,-7.6,9.0,-2.6739130434782608,2
226.0,9.0,-18.9,-1.4,-15.330434782608696,399.0,10.0,-6.5,-4.5,-5.930434782608695,217.0,-5.0,-14.6,-4.6,-9.365217391304348,389.0,-3.0,-9.8,-5.4,-7.4913043478260875,222.0,5.0,-2.9,5.4,1.8130434782608695,392.0,1.0,-5.3,-0.8,-3.4043478260869566,217.0,3.0,-4.9,3.5,-2.3347826086956522,391.0,2.0,-2.0,9.4,0.4956521739130435,3
252.0,-4.0,-3.6,6.7,2.5043478260869567,476.0,-5.0,1.4,12.5,4.256521739130434,256.0,13.0,-1.0,6.6,4.308695652173913,481.0,22.0,0.0,3.8,2.0869565217391304,243.0,17.0,-15.9,2.1,-7.452173913043478,459.0,60.0,-3.8,-0.1,-1.5260869565217392,226.0,9.0,-18.9,-1.4,-15.330434782608696,399.0,10.0,-6.5,-4.5,-5.930434782608695,3
248.0,-4.0,-5.8,-0.1,-3.1043478260869564,473.0,-3.0,1.2,9.3,3.747826086956522,252.0,-4.0,-3.6,6.7,2.5043478260869567,476.0,-5.0,1.4,12.5,4.256521739130434,256.0,13.0,-1.0,6.6,4.308695652173913,481.0,22.0,0.0,3.8,2.0869565217391304,243.0,17.0,-15.9,2.1,-7.452173913043478,459.0,60.0,-3.8,-0.1,-1.5260869565217392,2
263.0,4.0,-3.3,3.5,0.20000000000000004,469.0,-1.0,0.0,3.0,0.8782608695652174,259.0,11.0,-7.0,7.3,-2.11304347826087,470.0,-3.0,0.5,7.6,2.652173913043478,248.0,-4.0,-5.8,-0.1,-3.1043478260869564,473.0,-3.0,1.2,9.3,3.747826086956522,252.0,-4.0,-3.6,6.7,2.5043478260869567,476.0,-5.0,1.4,12.5,4.256521739130434,2
259.0,-4.0,-8.6,1.4,-4.739130434782608,467.0,-2.0,-2.6,3.2,-0.5478260869565218,263.0,4.0,-3.3,3.5,0.20000000000000004,469.0,-1.0,0.0,3.0,0.8782608695652174,259.0,11.0,-7.0,7.3,-2.11304347826087,470.0,-3.0,0.5,7.6,2.652173913043478,248.0,-4.0,-5.8,-0.1,-3.1043478260869564,473.0,-3.0,1.2,9.3,3.747826086956522,1
253.0,-6.0,-9.5,0.1,-6.017391304347826,467.0,0.0,-3.3,5.8,0.05217391304347827,259.0,-4.0,-8.6,1.4,-4.739130434782608,467.0,-2.0,-2.6,3.2,-0.5478260869565218,263.0,4.0,-3.3,3.5,0.20000000000000004,469.0,-1.0,0.0,3.0,0.8782608695652174,259.0,11.0,-7.0,7.3,-2.11304347826087,470.0,-3.0,0.5,7.6,2.652173913043478,1
255.0,2.0,-5.0,6.1,0.5652173913043479,465.0,-2.0,-3.9,6.0,-1.2608695652173914,253.0,-6.0,-9.5,0.1,-6.017391304347826,467.0,0.0,-3.3,5.8,0.05217391304347827,259.0,-4.0,-8.6,1.4,-4.739130434782608,467.0,-2.0,-2.6,3.2,-0.5478260869565218,263.0,4.0,-3.3,3.5,0.20000000000000004,469.0,-1.0,0.0,3.0,0.8782608695652174,1
251.0,-4.0,-2.4,7.3,0.19565217391304346,465.0,0.0,-1.7,14.4,2.256521739130435,255.0,2.0,-5.0,6.1,0.5652173913043479,465.0,-2.0,-3.9,6.0,-1.2608695652173914,253.0,-6.0,-9.5,0.1,-6.017391304347826,467.0,0.0,-3.3,5.8,0.05217391304347827,259.0,-4.0,-8.6,1.4,-4.739130434782608,467.0,-2.0,-2.6,3.2,-0.5478260869565218,1
262.0,11.0,-1.3,4.1,1.6869565217391305,466.0,1.0,-1.5,2.6,0.056521739130434796,251.0,-4.0,-2.4,7.3,0.19565217391304346,465.0,0.0,-1.7,14.4,2.256521739130435,255.0,2.0,-5.0,6.1,0.5652173913043479,465.0,-2.0,-3.9,6.0,-1.2608695652173914,253.0,-6.0,-9.5,0.1,-6.017391304347826,467.0,0.0,-3.3,5.8,0.05217391304347827,3
260.0,-2.0,-3.6,1.5,-0.4565217391304348,498.0,32.0,-1.8,1.3,-0.8434782608695652,262.0,11.0,-1.3,4.1,1.6869565217391305,466.0,1.0,-1.5,2.6,0.056521739130434796,251.0,-4.0,-2.4,7.3,0.19565217391304346,465.0,0.0,-1.7,14.4,2.256521739130435,255.0,2.0,-5.0,6.1,0.5652173913043479,465.0,-2.0,-3.9,6.0,-1.2608695652173914,3
267.0,7.0,-3.1,0.6,-1.4478260869565218,505.0,7.0,-3.2,-0.7,-1.9608695652173913,260.0,-2.0,-3.6,1.5,-0.4565217391304348,498.0,32.0,-1.8,1.3,-0.8434782608695652,262.0,11.0,-1.3,4.1,1.6869565217391305,466.0,1.0,-1.5,2.6,0.056521739130434796,251.0,-4.0,-2.4,7.3,0.19565217391304346,465.0,0.0,-1.7,14.4,2.256521739130435,3
285.0,18.0,-3.8,2.3,-0.24347826086956523,543.0,38.0,-2.0,0.4,-0.7521739130434782,267.0,7.0,-3.1,0.6,-1.4478260869565218,505.0,7.0,-3.2,-0.7,-1.9608695652173913,260.0,-2.0,-3.6,1.5,-0.4565217391304348,498.0,32.0,-1.8,1.3,-0.8434782608695652,262.0,11.0,-1.3,4.1,1.6869565217391305,466.0,1.0,-1.5,2.6,0.056521739130434796,4
280.0,-5.0,-2.7,-0.1,-1.373913043478261,553.0,10.0,-2.8,0.8,-1.5217391304347827,285.0,18.0,-3.8,2.3,-0.24347826086956523,543.0,38.0,-2.0,0.4,-0.7521739130434782,267.0,7.0,-3.1,0.6,-1.4478260869565218,505.0,7.0,-3.2,-0.7,-1.9608695652173913,260.0,-2.0,-3.6,1.5,-0.4565217391304348,498.0,32.0,-1.8,1.3,-0.8434782608695652,3
281.0,1.0,-4.2,-0.1,-2.691304347826087,550.0,-3.0,-8.0,3.7,-4.091304347826087,280.0,-5.0,-2.7,-0.1,-1.373913043478261,553.0,10.0,-2.8,0.8,-1.5217391304347827,285.0,18.0,-3.8,2.3,-0.24347826086956523,543.0,38.0,-2.0,0.4,-0.7521739130434782,267.0,7.0,-3.1,0.6,-1.4478260869565218,505.0,7.0,-3.2,-0.7,-1.9608695652173913,3
289.0,8.0,-2.9,4.7,0.3217391304347826,549.0,-1.0,-6.1,2.7,-3.2,281.0,1.0,-4.2,-0.1,-2.691304347826087,550.0,-3.0,-8.0,3.7,-4.091304347826087,280.0,-5.0,-2.7,-0.1,-1.373913043478261,553.0,10.0,-2.8,0.8,-1.5217391304347827,285.0,18.0,-3.8,2.3,-0.24347826086956523,543.0,38.0,-2.0,0.4,-0.7521739130434782,2
294.0,5.0,0.5,5.0,2.9260869565217393,563.0,14.0,-2.3,1.0,-1.2608695652173914,289.0,8.0,-2.9,4.7,0.3217391304347826,549.0,-1.0,-6.1,2.7,-3.2,281.0,1.0,-4.2,-0.1,-2.691304347826087,550.0,-3.0,-8.0,3.7,-4.091304347826087,280.0,-5.0,-2.7,-0.1,-1.373913043478261,553.0,10.0,-2.8,0.8,-1.5217391304347827,2
293.0,-1.0,3.3,6.9,4.730434782608696,561.0,-2.0,-0.1,2.1,0.6782608695652174,294.0,5.0,0.5,5.0,2.9260869565217393,563.0,14.0,-2.3,1.0,-1.2608695652173914,289.0,8.0,-2.9,4.7,0.3217391304347826,549.0,-1.0,-6.1,2.7,-3.2,281.0,1.0,-4.2,-0.1,-2.691304347826087,550.0,-3.0,-8.0,3.7,-4.091304347826087,4
264.0,-14.0,3.2,7.4,5.552173913043478,589.0,-4.0,3.0,4.2,3.6695652173913045,278.0,-15.0,0.2,7.8,3.4,593.0,32.0,2.2,3.8,3.0739130434782607,293.0,-1.0,3.3,6.9,4.730434782608696,561.0,-2.0,-0.1,2.1,0.6782608695652174,294.0,5.0,0.5,5.0,2.9260869565217393,563.0,14.0,-2.3,1.0,-1.2608695652173914,3
252.0,-12.0,2.4,9.3,5.473913043478261,577.0,-12.0,2.7,10.4,5.1,264.0,-14.0,3.2,7.4,5.552173913043478,589.0,-4.0,3.0,4.2,3.6695652173913045,278.0,-15.0,0.2,7.8,3.4,593.0,32.0,2.2,3.8,3.0739130434782607,293.0,-1.0,3.3,6.9,4.730434782608696,561.0,-2.0,-0.1,2.1,0.6782608695652174,3
240.0,-12.0,1.9,6.3,3.4043478260869566,572.0,-5.0,1.9,5.2,2.9347826086956523,252.0,-12.0,2.4,9.3,5.473913043478261,577.0,-12.0,2.7,10.4,5.1,264.0,-14.0,3.2,7.4,5.552173913043478,589.0,-4.0,3.0,4.2,3.6695652173913045,278.0,-15.0,0.2,7.8,3.4,593.0,32.0,2.2,3.8,3.0739130434782607,2
235.0,-5.0,-5.7,3.3,-1.6695652173913043,566.0,-6.0,-2.5,5.5,-0.04347826086956522,240.0,-12.0,1.9,6.3,3.4043478260869566,572.0,-5.0,1.9,5.2,2.9347826086956523,252.0,-12.0,2.4,9.3,5.473913043478261,577.0,-12.0,2.7,10.4,5.1,264.0,-14.0,3.2,7.4,5.552173913043478,589.0,-4.0,3.0,4.2,3.6695652173913045,1
246.0,11.0,-5.3,4.5,-0.9695652173913043,561.0,-5.0,-3.8,8.2,0.3695652173913043,235.0,-5.0,-5.7,3.3,-1.6695652173913043,566.0,-6.0,-2.5,5.5,-0.04347826086956522,240.0,-12.0,1.9,6.3,3.4043478260869566,572.0,-5.0,1.9,5.2,2.9347826086956523,252.0,-12.0,2.4,9.3,5.473913043478261,577.0,-12.0,2.7,10.4,5.1,1
251.0,5.0,0.7,5.3,3.0304347826086957,559.0,-2.0,-1.5,4.6,0.7130434782608696,246.0,11.0,-5.3,4.5,-0.9695652173913043,561.0,-5.0,-3.8,8.2,0.3695652173913043,235.0,-5.0,-5.7,3.3,-1.6695652173913043,566.0,-6.0,-2.5,5.5,-0.04347826086956522,240.0,-12.0,1.9,6.3,3.4043478260869566,572.0,-5.0,1.9,5.2,2.9347826086956523,1
253.0,2.0,-4.7,4.3,-0.8652173913043478,555.0,-4.0,-2.4,5.0,0.11304347826086956,251.0,5.0,0.7,5.3,3.0304347826086957,559.0,-2.0,-1.5,4.6,0.7130434782608696,246.0,11.0,-5.3,4.5,-0.9695652173913043,561.0,-5.0,-3.8,8.2,0.3695652173913043,235.0,-5.0,-5.7,3.3,-1.6695652173913043,566.0,-6.0,-2.5,5.5,-0.04347826086956522,1
265.0,12.0,-3.0,1.9,-0.5739130434782609,568.0,13.0,-1.7,1.4,-0.8130434782608695,253.0,2.0,-4.7,4.3,-0.8652173913043478,555.0,-4.0,-2.4,5.0,0.11304347826086956,251.0,5.0,0.7,5.3,3.0304347826086957,559.0,-2.0,-1.5,4.6,0.7130434782608696,246.0,11.0,-5.3,4.5,-0.9695652173913043,561.0,-5.0,-3.8,8.2,0.3695652173913043,2
268.0,3.0,-1.5,0.9,-0.23043478260869565,575.0,7.0,-2.2,0.3,-1.5217391304347827,265.0,12.0,-3.0,1.9,-0.5739130434782609,568.0,13.0,-1.7,1.4,-0.8130434782608695,253.0,2.0,-4.7,4.3,-0.8652173913043478,555.0,-4.0,-2.4,5.0,0.11304347826086956,251.0,5.0,0.7,5.3,3.0304347826086957,559.0,-2.0,-1.5,4.6,0.7130434782608696,3
263.0,-5.0,-4.0,1.9,0.3695652173913043,579.0,4.0,-1.8,2.5,-0.782608695652174,268.0,3.0,-1.5,0.9,-0.23043478260869565,575.0,7.0,-2.2,0.3,-1.5217391304347827,265.0,12.0,-3.0,1.9,-0.5739130434782609,568.0,13.0,-1.7,1.4,-0.8130434782608695,253.0,2.0,-4.7,4.3,-0.8652173913043478,555.0,-4.0,-2.4,5.0,0.11304347826086956,2
262.0,-1.0,-6.0,2.5,-2.1478260869565218,579.0,0.0,-3.1,3.6,-0.7652173913043478,263.0,-5.0,-4.0,1.9,0.3695652173913043,579.0,4.0,-1.8,2.5,-0.782608695652174,268.0,3.0,-1.5,0.9,-0.23043478260869565,575.0,7.0,-2.2,0.3,-1.5217391304347827,265.0,12.0,-3.0,1.9,-0.5739130434782609,568.0,13.0,-1.7,1.4,-0.8130434782608695,2
277.0,15.0,-1.8,4.5,0.8782608695652174,598.0,19.0,-1.7,1.9,-0.6,262.0,-1.0,-6.0,2.5,-2.1478260869565218,579.0,0.0,-3.1,3.6,-0.7652173913043478,263.0,-5.0,-4.0,1.9,0.3695652173913043,579.0,4.0,-1.8,2.5,-0.782608695652174,268.0,3.0,-1.5,0.9,-0.23043478260869565,575.0,7.0,-2.2,0.3,-1.5217391304347827,4
278.0,1.0,1.0,5.0,2.4043478260869566,629.0,31.0,2.1,3.6,2.917391304347826,277.0,15.0,-1.8,4.5,0.8782608695652174,598.0,19.0,-1.7,1.9,-0.6,262.0,-1.0,-6.0,2.5,-2.1478260869565218,579.0,0.0,-3.1,3.6,-0.7652173913043478,263.0,-5.0,-4.0,1.9,0.3695652173913043,579.0,4.0,-1.8,2.5,-0.782608695652174,4
284.0,6.0,0.7,3.5,2.017391304347826,623.0,-6.0,0.9,2.2,1.791304347826087,278.0,1.0,1.0,5.0,2.4043478260869566,629.0,31.0,2.1,3.6,2.917391304347826,277.0,15.0,-1.8,4.5,0.8782608695652174,598.0,19.0,-1.7,1.9,-0.6,262.0,-1.0,-6.0,2.5,-2.1478260869565218,579.0,0.0,-3.1,3.6,-0.7652173913043478,4
281.0,-3.0,0.7,4.1,2.0739130434782607,620.0,-3.0,0.8,2.2,1.4173913043478261,284.0,6.0,0.7,3.5,2.017391304347826,623.0,-6.0,0.9,2.2,1.791304347826087,278.0,1.0,1.0,5.0,2.4043478260869566,629.0,31.0,2.1,3.6,2.917391304347826,277.0,15.0,-1.8,4.5,0.8782608695652174,598.0,19.0,-1.7,1.9,-0.6,4
293.0,6.0,-0.4,3.5,1.5956521739130436,605.0,-5.0,0.4,4.1,1.6130434782608696,287.0,-2.0,-0.7,6.2,1.2304347826086957,610.0,-3.0,0.8,3.7,1.7695652173913043,289.0,8.0,-0.6,4.2,0.6956521739130435,613.0,-7.0,0.1,3.7,1.2695652173913043,281.0,-3.0,0.7,4.1,2.0739130434782607,620.0,-3.0,0.8,2.2,1.4173913043478261,3
