S1_total_0,S1_delta_0,S1_min_0,S1_max_0,S1_mean_0,S2_total_0,S2_delta_0,S2_min_0,S2_max_0,S2_mean_0,S1_total_1,S1_delta_1,S1_min_1,S1_max_1,S1_mean_1,S2_total_1,S2_delta_1,S2_min_1,S2_max_1,S2_mean_1,S1_total_2,S1_delta_2,S1_min_2,S1_max_2,S1_mean_2,S2_total_2,S2_delta_2,S2_min_2,S2_max_2,S2_mean_2,S1_total_3,S1_delta_3,S1_min_3,S1_max_3,S1_mean_3,S2_total_3,S2_delta_3,S2_min_3,S2_max_3,S2_mean_3,Danger Rating
450.0,0.0,-3.8,4.9,0.013043478260869578,1515.0,52.0,0.0,9.7,2.873913043478261,450.0,-16.0,-2.9,2.5,-0.5,1463.0,6.0,0.0,6.0,1.4739130434782608,466.0,-21.0,0.7,7.9,3.6739130434782608,1457.0,-27.0,0.0,12.4,5.443478260869565,487.0,-29.0,1.8,13.2,6.952173913043478,1484.0,-256.0,0.0,16.8,8.417391304347825,-1
343.0,-14.0,-1.0,10.6,3.38695652173913,1507.0,-37.0,0.0,13.9,5.434782608695652,357.0,-6.0,-0.7,3.6,0.8130434782608695,1544.0,38.0,0.0,10.8,2.634782608695652,363.0,-5.0,-0.1,3.3,1.7739130434782608,1506.0,-1.0,0.0,4.7,0.9,368.0,-15.0,-0.2,5.0,2.026086956521739,1507.0,-18.0,0.0,7.0,1.7652173913043478,-1
168.0,-23.0,1.2,16.2,7.6695652173913045,1397.0,-20.0,0.0,20.8,9.643478260869566,191.0,-11.0,0.2,14.9,5.839130434782609,1417.0,-6.0,0.0,17.4,7.465217391304347,202.0,-20.0,-1.7,8.7,1.9782608695652173,1423.0,-16.0,0.0,11.5,4.143478260869565,222.0,-32.0,4.8,15.3,9.030434782608696,1439.0,-8.0,0.0,19.6,8.81304347826087,-1
0,0,9.6,16.5,12.660869565217391,261.0,-58.0,7.5,18.8,13.078260869565218,0,0,9.4,18.6,13.565217391304348,319.0,-54.0,8.4,21.6,14.621739130434783,0,0,6.0,20.5,13.534782608695652,373.0,-49.0,8.4,22.7,15.639130434782608,0,0,7.1,21.0,13.660869565217391,422.0,-46.0,0.0,21.9,11.695652173913043,-1
0,0,0.0,0.0,0.0,0.0,0.0,15.2,27.7,20.47826086956522,0,0,0.0,0.0,0.0,0,0,14.3,26.2,19.065217391304348,0,0,0.0,0.0,0.0,0,0,12.9,24.6,17.965217391304346,0,0,0.0,0.0,0.0,0,0,8.7,22.2,14.47391304347826,-1
0,0,0.0,0.0,0.0,0,0,8.9,15.3,10.769565217391305,0,0,0.0,0.0,0.0,0,0,0.0,18.7,11.434782608695652,0,0,0.0,0.0,0.0,0,0,8.9,16.6,11.52608695652174,0,0,0.0,0.0,0.0,0,0,0.0,16.3,7.878260869565217,-1
0,0,0.0,0.0,0.0,2.0,1.0,14.0,24.5,19.095652173913045,0,0,0.0,0.0,0.0,1.0,1.0,13.5,26.3,18.839130434782607,0,0,0.0,0.0,0.0,0.0,0.0,10.9,25.4,16.37391304347826,0,0,0.0,0.0,0.0,0,0,0.0,20.2,9.530434782608696,-1
0,0,0.0,0.0,0.0,0,-1.0,7.9,17.7,11.408695652173913,0,0,0.0,0.0,0.0,1.0,-1.0,11.5,21.7,15.378260869565217,0,0,0.0,0.0,0.0,2.0,1.0,14.0,24.5,19.095652173913045,0,0,0.0,0.0,0.0,1.0,1.0,13.5,26.3,18.839130434782607,-1
4.0,2.0,2.8,9.4,5.682608695652174,0,0,2.3,8.7,4.556521739130435,2.0,2.0,-0.9,14.9,4.747826086956522,0,0,4.6,15.3,8.57391304347826,0,0,-3.0,13.4,1.7652173913043478,0,0,3.4,17.4,8.23913043478261,0,0,0.0,8.3,1.7043478260869567,0,0,0.0,12.3,5.160869565217391,-1
4.0,-1.0,-2.2,0.4,-0.9695652173913044,5.0,5.0,-2.3,0.1,-1.291304347826087,5.0,-2.0,-0.7,3.7,2.256521739130435,0,0,1.7,5.1,3.356521739130435,7.0,-10.0,3.3,5.7,4.552173913043478,0,0,1.8,3.3,2.6739130434782608,17.0,4.0,1.8,4.7,3.5478260869565217,0,0,-0.7,3.9,0.7782608695652173,-1
131.0,22.0,-1.2,-0.2,-0.7652173913043478,393.0,53.0,-3.9,-2.2,-2.873913043478261,109.0,3.0,-4.8,0.7,-1.5260869565217392,340.0,3.0,-4.2,-1.4,-3.217391304347826,106.0,2.0,-7.0,-3.2,-5.008695652173913,337.0,7.0,-5.4,0.0,-2.5956521739130434,104.0,8.0,-4.6,-1.9,-3.691304347826087,330.0,30.0,-4.1,-1.0,-2.773913043478261,-1
239.0,-8.0,-15.8,-8.9,-11.969565217391304,686.0,12.0,-7.3,0.6,-2.4391304347826086,247.0,1.0,-9.1,-4.4,-7.030434782608696,674.0,2.0,-6.1,-3.9,-5.034782608695652,246.0,-5.0,-6.4,0.5,-3.0782608695652174,672.0,25.0,-4.9,-1.1,-2.8434782608695652,251.0,13.0,-0.9,2.5,0.9434782608695652,647.0,13.0,-4.0,-2.1,-3.247826086956522,3
442.0,5.0,-10.0,-4.6,-6.734782608695652,1176.0,24.0,-7.1,-1.3,-3.7956521739130435,437.0,9.0,-4.6,-1.4,-2.6652173913043478,1152.0,34.0,-3.0,0.1,-1.891304347826087,428.0,15.0,-5.2,-2.1,-4.130434782608695,1118.0,10.0,-4.5,-2.7,-3.9608695652173913,413.0,15.0,-6.5,-3.6,-4.5,1108.0,49.0,-4.1,-0.5,-3.282608695652174,4
508.0,8.0,-15.5,-4.7,-9.617391304347827,1425.0,-2.0,-10.2,4.3,-5.765217391304348,500.0,-3.0,-17.1,-1.9,-12.326086956521738,1427.0,-1.0,-10.5,5.5,-5.656521739130435,503.0,-8.0,-13.8,-8.3,-11.491304347826087,1428.0,15.0,-7.4,1.8,-2.973913043478261,511.0,15.0,-6.7,2.4,-0.24347826086956523,1413.0,2.0,-0.2,2.9,0.8608695652173913,2
524.0,11.0,-9.1,-4.8,-6.58695652173913,1457.0,13.0,-5.5,-1.1,-4.482608695652174,513.0,10.0,-6.5,-2.9,-4.491304347826087,1444.0,6.0,-7.0,1.8,-4.778260869565218,503.0,-12.0,-14.3,-3.1,-7.739130434782608,1438.0,1.0,-8.9,0.0,-4.030434782608696,515.0,0.0,-7.6,-2.3,-4.956521739130435,1437.0,11.0,-7.4,3.3,-4.2043478260869565,3
527.0,12.0,-7.5,-3.4,-4.826086956521739,1567.0,60.0,-5.0,3.6,-2.708695652173913,515.0,6.0,-5.5,-3.7,-4.678260869565217,1507.0,6.0,-6.1,-3.5,-5.126086956521739,509.0,14.0,-5.5,-2.0,-4.221739130434782,1501.0,3.0,-7.1,1.7,-5.034782608695652,495.0,-27.0,-14.2,-4.0,-9.743478260869566,1498.0,0.0,-13.4,-1.1,-8.482608695652173,3
533.0,-15.0,-11.4,-0.5,-4.72608695652174,1592.0,15.0,-7.9,0.7,-3.226086956521739,548.0,26.0,-7.8,2.7,-2.7,1577.0,3.0,-3.2,1.4,-1.3391304347826087,522.0,6.0,-14.8,-1.7,-8.2,1574.0,-3.0,-9.9,5.8,-4.530434782608696,516.0,2.0,-11.7,-3.1,-6.173913043478261,1577.0,1.0,-7.8,1.0,-4.508695652173913,2
659.0,6.0,-5.7,9.2,-0.17391304347826095,1850.0,-2.0,-3.5,14.5,3.4434782608695653,653.0,-7.0,-7.7,3.9,-1.973913043478261,1852.0,2.0,-6.7,7.6,-0.2086956521739131,660.0,7.0,-2.4,1.6,-0.39565217391304347,1850.0,13.0,-2.2,4.8,-0.4043478260869565,653.0,5.0,0.3,3.6,1.6608695652173913,1837.0,1.0,-0.6,3.3,0.7695652173913043,3
600.0,-8.0,-0.7,12.6,5.343478260869565,1792.0,-11.0,1.1,14.7,6.626086956521739,608.0,-9.0,-2.5,11.3,3.634782608695652,1803.0,-6.0,-0.1,13.9,4.8304347826086955,617.0,-13.0,-2.9,7.7,2.226086956521739,1809.0,-3.0,0.8,7.2,2.908695652173913,630.0,-22.0,-2.2,8.2,3.4695652173913043,1812.0,9.0,-0.2,4.7,1.4217391304347826,-1
3.0,-1.0,-1.7,9.7,3.9521739130434783,1133.0,-27.0,1.2,12.3,6.243478260869566,4.0,0.0,-0.8,8.4,2.634782608695652,1160.0,-22.0,0.0,9.7,4.569565217391304,4.0,-3.0,-1.1,8.4,2.9869565217391303,1182.0,-27.0,1.4,9.7,5.091304347826087,7.0,-6.0,5.4,9.7,7.626086956521739,1209.0,-25.0,3.7,13.4,7.634782608695652,-1
2.0,-2.0,2.4,9.7,4.98695652173913,1088.0,-18.0,1.7,11.6,4.017391304347826,4.0,1.0,2.6,8.0,4.765217391304348,1106.0,-27.0,1.8,6.9,3.608695652173913,3.0,-1.0,-1.7,9.7,3.9521739130434783,1133.0,-27.0,1.2,12.3,6.243478260869566,4.0,0.0,-0.8,8.4,2.634782608695652,1160.0,-22.0,0.0,9.7,4.569565217391304,-1
2.0,-2.0,0.6,6.5,3.473913043478261,1051.0,-21.0,0.7,7.4,3.0695652173913044,4.0,2.0,4.0,9.7,6.369565217391305,1072.0,-16.0,3.9,10.4,6.078260869565217,2.0,-2.0,2.4,9.7,4.98695652173913,1088.0,-18.0,1.7,11.6,4.017391304347826,4.0,1.0,2.6,8.0,4.765217391304348,1106.0,-27.0,1.8,6.9,3.608695652173913,-1
2.0,0.0,2.4,10.4,6.752173913043478,220.0,-34.0,3.3,15.0,7.682608695652174,2.0,0.0,1.9,10.1,5.404347826086957,254.0,-32.0,3.0,10.4,5.773913043478261,2.0,-2.0,3.3,8.8,5.356521739130435,286.0,-44.0,4.4,8.1,6.147826086956521,4.0,0.0,7.3,14.7,10.595652173913043,330.0,-36.0,6.9,16.0,10.191304347826087,-1
5.0,2.0,6.4,13.7,9.308695652173913,0,0,6.3,10.5,7.72608695652174,3.0,-1.0,7.3,13.6,10.434782608695652,0,-1.0,9.1,17.6,12.439130434782609,4.0,0.0,7.7,17.8,12.404347826086957,1.0,-8.0,7.7,19.2,12.191304347826087,4.0,2.0,5.9,18.4,10.17391304347826,9.0,-16.0,7.3,20.6,13.091304347826087,-1
3.0,0.0,1.4,12.4,7.260869565217391,0,0,4.1,13.0,8.756521739130434,3.0,-3.0,5.6,15.3,11.269565217391305,0,0,9.8,18.6,12.130434782608695,6.0,1.0,10.5,19.4,15.1,0,0,12.1,23.7,16.08695652173913,5.0,2.0,8.8,22.5,15.52608695652174,0,0,13.5,25.4,19.217391304347824,-1
3.0,-3.0,4.6,21.2,11.882608695652173,0,0,11.4,23.6,17.247826086956522,6.0,3.0,9.7,18.6,13.439130434782609,0,0,11.4,23.1,16.991304347826087,3.0,1.0,5.1,20.3,11.434782608695652,0,0,8.5,22.0,14.282608695652174,2.0,-1.0,3.2,14.5,7.021739130434782,0,0,4.6,15.6,8.978260869565217,-1
5.0,0.0,9.7,21.8,15.97391304347826,1.0,-1.0,11.8,23.1,16.595652173913045,5.0,0.0,10.8,25.6,17.22608695652174,2.0,0.0,15.5,27.1,20.86521739130435,5.0,0.0,10.1,25.3,17.660869565217393,2.0,1.0,15.8,27.7,21.72608695652174,5.0,0.0,10.2,26.6,18.069565217391304,1.0,0.0,15.3,27.9,21.05217391304348,-1
4.0,0.0,4.9,9.6,6.98695652173913,0,0.0,6.0,8.1,6.873913043478261,4.0,0.0,6.5,14.7,9.991304347826087,0.0,0.0,7.4,17.8,11.021739130434783,4.0,2.0,6.0,17.3,10.726086956521739,0,0,9.6,20.0,14.765217391304349,2.0,0.0,1.2,17.1,7.121739130434783,0,0,6.8,19.9,11.869565217391305,-1
8.0,-8.0,-2.8,7.4,1.1347826086956523,0,0,4.3,15.6,8.273913043478261,16.0,-2.0,1.1,10.7,6.77391304347826,0,0,4.9,14.7,8.656521739130435,18.0,-4.0,4.0,14.2,7.591304347826087,0,0,5.6,15.6,9.147826086956522,22.0,3.0,1.8,13.3,7.291304347826087,0,0,6.5,14.9,9.58695652173913,-1
10.0,-2.0,-8.2,-0.1,-4.673913043478261,96.0,7.0,-6.5,-1.8,-4.165217391304348,12.0,2.0,-2.3,-0.2,-1.173913043478261,89.0,24.0,-2.5,-1.1,-1.7695652173913043,10.0,0.0,-7.1,1.0,-2.9043478260869566,65.0,21.0,-1.2,-0.1,-0.5869565217391305,10.0,6.0,0.3,6.0,3.0521739130434784,44.0,3.0,-0.7,4.8,2.1130434782608694,2
198.0,-1.0,-14.4,-5.4,-10.782608695652174,744.0,5.0,-11.1,-1.5,-7.260869565217392,199.0,1.0,-11.0,-2.4,-5.521739130434782,739.0,5.0,-8.8,-2.5,-5.956521739130435,198.0,-1.0,-15.3,-9.7,-12.873913043478261,734.0,-2.0,-10.9,1.1,-6.569565217391305,199.0,0.0,-7.1,-2.4,-4.1,736.0,4.0,-5.0,-1.2,-3.134782608695652,2
